id,stop_id,route_number,scheduled_time,actual_time,delay_minutes,status
160,450012265,42,2026-02-21 01:29:18,2026-02-21 01:30:18,1,on-time
161,450010775,7,2026-02-19 00:26:58,2026-02-19 00:26:58,0,on-time
162,450012838,16,2026-02-20 18:11:49,2026-02-20 18:11:49,0,on-time
163,450012070,X84,2026-02-18 08:28:22,2026-02-18 08:32:22,4,late
164,450012982,42,2026-02-19 01:22:47,2026-02-19 01:36:47,14,late
165,450011608,33,2026-02-18 03:02:31,2026-02-18 03:04:31,2,on-time
166,450028417,27,2026-02-18 06:03:26,2026-02-18 06:05:26,2,on-time
167,450011101,52,2026-02-16 22:32:44,2026-02-16 22:34:44,2,on-time
168,450050044,8,2026-02-16 05:03:55,2026-02-16 05:04:55,1,on-time
169,450010626,1,2026-02-17 11:46:31,2026-02-17 11:56:31,10,late
170,450023394,12,2026-02-19 04:15:44,2026-02-19 04:14:44,-1,on-time
171,450010905,27,2026-02-17 18:24:54,,,cancelled
172,450013225,33,2026-02-21 11:57:33,2026-02-21 11:59:33,2,on-time
173,450011687,6,2026-02-21 04:15:24,2026-02-21 04:14:24,-1,on-time
174,450012504,8,2026-02-19 02:05:32,2026-02-19 02:04:32,-1,on-time
175,450010023,50A,2026-02-19 01:37:25,2026-02-19 01:39:25,2,on-time
176,450050013,34,2026-02-20 06:24:14,2026-02-20 06:25:14,1,on-time
177,450024249,52,2026-02-19 05:15:14,2026-02-19 05:14:14,-1,on-time
178,450010729,51,2026-02-17 17:04:31,2026-02-17 17:04:31,0,on-time
179,450010526,1,2026-02-17 19:10:08,2026-02-17 19:09:08,-1,on-time
180,450029019,52,2026-02-21 03:11:01,2026-02-21 03:12:01,1,on-time
181,450028798,1,2026-02-21 11:30:37,2026-02-21 11:34:37,4,late
182,450029281,34,2026-02-14 19:16:19,2026-02-14 19:15:19,-1,on-time
183,450011537,X84,2026-02-20 23:48:38,2026-02-20 23:49:38,1,on-time
184,450011577,7,2026-02-16 20:09:57,2026-02-16 20:25:57,16,late
185,450012832,50,2026-02-16 11:26:06,2026-02-16 11:28:06,2,on-time
186,450025387,72,2026-02-17 12:22:06,2026-02-17 12:23:06,1,on-time
187,450024891,X84,2026-02-21 00:31:59,2026-02-21 00:32:59,1,on-time
188,450013932,16,2026-02-17 11:54:11,2026-02-17 11:53:11,-1,on-time
189,450026537,1,2026-02-15 14:55:19,2026-02-15 14:55:19,0,on-time
190,450010185,52,2026-02-19 15:55:08,2026-02-19 15:55:08,0,on-time
191,450010371,50A,2026-02-14 19:13:55,2026-02-14 19:15:55,2,on-time
192,450012744,27,2026-02-17 09:21:54,2026-02-17 09:20:54,-1,on-time
193,450050029,13,2026-02-16 22:15:53,2026-02-16 22:29:53,14,late
194,450012843,52,2026-02-16 02:36:25,2026-02-16 02:35:25,-1,on-time
195,450014868,6,2026-02-19 02:50:41,2026-02-19 02:51:41,1,on-time
196,450011195,16,2026-02-18 10:27:42,2026-02-18 10:29:42,2,on-time
197,450011678,50A,2026-02-16 18:17:37,2026-02-16 18:52:37,35,late
198,450011204,13,2026-02-17 04:59:47,2026-02-17 05:01:47,2,on-time
199,450011624,50,2026-02-19 04:36:27,2026-02-19 04:38:27,2,on-time
200,450011592,13A,2026-02-17 13:47:17,2026-02-17 14:04:17,17,late
201,450011158,X6,2026-02-21 07:51:16,2026-02-21 07:53:16,2,on-time
202,450030234,27,2026-02-20 21:48:39,2026-02-20 21:48:39,0,on-time
203,450011676,16,2026-02-19 19:18:51,2026-02-19 19:18:51,0,on-time
204,450012608,1B,2026-02-20 15:01:57,2026-02-20 14:59:57,-2,early
205,450010563,A1,2026-02-17 04:45:05,2026-02-17 04:44:05,-1,on-time
206,450013733,42,2026-02-17 23:45:35,2026-02-17 23:45:35,0,on-time
207,450010832,33,2026-02-19 20:42:44,2026-02-19 20:42:44,0,on-time
208,450025122,72,2026-02-16 17:56:47,2026-02-16 17:56:47,0,on-time
209,450011900,72,2026-02-21 10:33:07,2026-02-21 10:32:07,-1,on-time
210,450050099,A1,2026-02-19 13:37:36,,,cancelled
211,450012672,16,2026-02-20 03:17:26,2026-02-20 03:16:26,-1,on-time
212,450019734,8,2026-02-16 14:41:16,2026-02-16 14:40:16,-1,on-time
213,450011673,52,2026-02-14 21:15:25,2026-02-14 21:14:25,-1,on-time
214,450013322,X6,2026-02-18 11:14:25,2026-02-18 11:14:25,0,on-time
215,450013172,X84,2026-02-17 17:55:24,2026-02-17 17:57:24,2,on-time
216,450013786,50,2026-02-21 04:36:13,2026-02-21 04:37:13,1,on-time
217,450013757,51,2026-02-15 10:32:01,2026-02-15 10:31:01,-1,on-time
218,450010713,50A,2026-02-17 02:05:27,2026-02-17 02:07:27,2,on-time
219,450012758,42,2026-02-14 23:04:17,2026-02-14 23:07:17,3,late
220,450023387,72,2026-02-19 05:08:12,2026-02-19 05:08:12,0,on-time
221,450010414,1B,2026-02-15 13:24:04,2026-02-15 13:24:04,0,on-time
222,450011505,27,2026-02-18 09:31:16,2026-02-18 09:31:16,0,on-time
223,450010034,1,2026-02-19 01:33:45,2026-02-19 01:32:45,-1,on-time
224,450010511,13,2026-02-15 20:12:08,2026-02-15 20:14:08,2,on-time
225,450011674,51,2026-02-17 00:22:53,2026-02-17 00:24:53,2,on-time
226,450010089,33,2026-02-17 18:26:19,2026-02-17 18:28:19,2,on-time
227,450010556,13,2026-02-16 19:05:26,2026-02-16 19:44:26,39,late
228,450010575,52,2026-02-18 01:50:09,2026-02-18 01:51:09,1,on-time
229,450012900,A1,2026-02-15 01:43:44,2026-02-15 01:42:44,-1,on-time
230,450029822,34,2026-02-17 12:25:08,2026-02-17 12:27:08,2,on-time
231,450023825,27,2026-02-18 02:46:23,2026-02-18 02:45:23,-1,on-time
232,450032322,28,2026-02-19 14:42:58,2026-02-19 14:44:58,2,on-time
233,450024287,72,2026-02-20 13:59:00,2026-02-20 13:58:00,-1,on-time
234,450012634,13,2026-02-15 14:43:17,2026-02-15 14:42:17,-1,on-time
235,450032069,50,2026-02-19 09:25:55,2026-02-19 09:24:55,-1,on-time
236,450012097,A1,2026-02-17 22:25:44,2026-02-17 22:25:44,0,on-time
237,450011121,42,2026-02-18 11:20:39,2026-02-18 11:22:39,2,on-time
238,450010240,50,2026-02-15 12:11:48,2026-02-15 12:12:48,1,on-time
239,450011866,8,2026-02-16 07:46:30,2026-02-16 07:59:30,13,late
240,450010516,50,2026-02-15 18:03:40,2026-02-15 18:03:40,0,on-time
241,450050007,34,2026-02-19 01:37:45,2026-02-19 01:39:45,2,on-time
242,450012906,X6,2026-02-18 04:07:30,2026-02-18 04:06:30,-1,on-time
243,450012688,X84,2026-02-18 12:15:11,2026-02-18 12:14:11,-1,on-time
244,450010535,16,2026-02-15 22:01:31,2026-02-15 22:00:31,-1,on-time
245,450025102,52,2026-02-15 11:28:09,2026-02-15 11:29:09,1,on-time
246,450011523,34,2026-02-14 22:27:28,2026-02-14 22:23:28,-4,early
247,450050230,16,2026-02-17 06:01:11,2026-02-17 06:02:11,1,on-time
248,450012924,27,2026-02-19 23:56:10,2026-02-19 23:59:10,3,late
249,450012780,1,2026-02-16 14:47:40,2026-02-16 14:47:40,0,on-time
250,450011546,51,2026-02-19 11:23:34,2026-02-19 11:24:34,1,on-time
251,450010405,50A,2026-02-17 02:18:31,2026-02-17 02:17:31,-1,on-time
252,450025352,34,2026-02-17 08:01:26,2026-02-17 08:00:26,-1,on-time
253,450013286,34,2026-02-19 20:46:30,2026-02-19 21:11:30,25,late
254,450012090,50A,2026-02-19 09:03:31,2026-02-19 08:58:31,-5,early
255,450025313,A1,2026-02-14 19:37:25,2026-02-14 19:37:25,0,on-time
256,450012533,1,2026-02-20 04:28:12,2026-02-20 04:27:12,-1,on-time
257,450032224,A1,2026-02-18 20:39:39,2026-02-18 20:44:39,5,late
258,450018806,1B,2026-02-14 20:05:00,2026-02-14 20:17:00,12,late
259,450019794,16,2026-02-19 05:08:58,2026-02-19 05:08:58,0,on-time
260,450026789,33,2026-02-15 01:10:45,2026-02-15 01:12:45,2,on-time
261,450010208,A1,2026-02-15 20:49:06,2026-02-15 21:04:06,15,late
262,450013774,50A,2026-02-21 11:18:22,2026-02-21 11:17:22,-1,on-time
263,450010712,42,2026-02-19 12:46:45,2026-02-19 12:46:45,0,on-time
264,450028134,1,2026-02-16 00:14:56,2026-02-16 00:14:56,0,on-time
265,450024378,13,2026-02-18 20:03:02,2026-02-18 20:05:02,2,on-time
266,450010544,X6,2026-02-19 22:25:09,2026-02-19 22:26:09,1,on-time
267,450028618,1,2026-02-15 11:32:41,2026-02-15 11:31:41,-1,on-time
268,450011703,16,2026-02-21 13:51:02,2026-02-21 13:51:02,0,on-time
269,450012517,1B,2026-02-18 03:40:01,2026-02-18 03:41:01,1,on-time
270,450014452,34,2026-02-16 08:10:13,2026-02-16 08:11:13,1,on-time
271,450013195,72,2026-02-21 00:33:42,2026-02-21 00:33:42,0,on-time
272,450010106,12,2026-02-17 03:53:06,2026-02-17 04:07:06,14,late
273,450028930,50,2026-02-15 17:50:58,2026-02-15 17:51:58,1,on-time
274,450012112,12,2026-02-18 01:52:23,2026-02-18 01:51:23,-1,on-time
275,450023948,A1,2026-02-19 05:20:07,2026-02-19 05:19:07,-1,on-time
276,450011638,6,2026-02-19 16:27:23,2026-02-19 17:09:23,42,late
277,450018815,50,2026-02-18 18:47:02,2026-02-18 19:09:02,22,late
278,450012026,X84,2026-02-18 12:31:15,2026-02-18 12:39:15,8,late
279,450010432,12,2026-02-15 04:03:27,2026-02-15 04:05:27,2,on-time
280,450011186,7,2026-02-16 14:12:58,2026-02-16 14:12:58,0,on-time
281,450011133,28,2026-02-18 14:16:26,2026-02-18 14:16:26,0,on-time
282,450010102,33,2026-02-19 16:47:32,2026-02-19 16:46:32,-1,on-time
283,450013224,50A,2026-02-16 10:34:26,2026-02-16 10:35:26,1,on-time
284,450012006,X84,2026-02-17 17:46:24,2026-02-17 17:48:24,2,on-time
285,450010077,33,2026-02-21 16:35:20,2026-02-21 16:37:20,2,on-time
286,450010179,42,2026-02-20 14:21:14,2026-02-20 14:17:14,-4,early
287,450011194,1B,2026-02-19 14:43:05,2026-02-19 14:45:05,2,on-time
288,450011595,16,2026-02-20 19:45:33,2026-02-20 19:44:33,-1,on-time
289,450024017,50A,2026-02-16 02:13:22,2026-02-16 02:15:22,2,on-time
290,450010719,7,2026-02-18 22:32:38,2026-02-18 22:34:38,2,on-time
291,450019785,51,2026-02-19 19:39:19,2026-02-19 19:41:19,2,on-time
292,450012548,1,2026-02-15 10:32:32,2026-02-15 10:34:32,2,on-time
293,450011383,12,2026-02-15 16:56:41,2026-02-15 16:57:41,1,on-time
294,450013228,27,2026-02-19 13:08:45,,,cancelled
295,450014375,X6,2026-02-15 10:36:59,2026-02-15 10:37:59,1,on-time
296,450010826,28,2026-02-15 03:10:52,,,cancelled
297,450012617,28,2026-02-18 14:00:22,2026-02-18 14:02:22,2,on-time
298,450011148,1,2026-02-20 08:31:31,2026-02-20 08:32:31,1,on-time
299,450011623,A1,2026-02-20 21:56:55,2026-02-20 22:07:55,11,late
300,450011133,16,2026-02-14 16:45:33,2026-02-14 17:09:33,24,late
301,450012391,13,2026-02-19 02:12:06,2026-02-19 02:12:06,0,on-time
302,450010776,X84,2026-02-20 14:34:50,2026-02-20 14:36:50,2,on-time
303,450010856,33,2026-02-15 06:04:14,2026-02-15 06:06:14,2,on-time
304,450011267,X84,2026-02-19 04:35:44,2026-02-19 04:36:44,1,on-time
305,450012041,13A,2026-02-15 06:56:00,2026-02-15 06:55:00,-1,on-time
306,450011195,X84,2026-02-20 03:55:24,2026-02-20 04:16:24,21,late
307,450010235,8,2026-02-19 06:30:03,2026-02-19 06:29:03,-1,on-time
308,450013798,27,2026-02-18 21:35:48,2026-02-18 21:36:48,1,on-time
309,450010954,7,2026-02-14 19:34:26,2026-02-14 19:44:26,10,late
310,450013985,27,2026-02-19 14:44:27,2026-02-19 14:42:27,-2,early
311,450012891,52,2026-02-19 13:36:05,2026-02-19 13:41:05,5,late
312,450019741,A1,2026-02-20 21:13:10,2026-02-20 21:12:10,-1,on-time
313,450010373,33,2026-02-16 16:14:51,2026-02-16 16:14:51,0,on-time
314,450011393,52,2026-02-15 22:00:17,2026-02-15 22:01:17,1,on-time
315,450013624,72,2026-02-17 03:37:45,2026-02-17 04:02:45,25,late
316,450025237,42,2026-02-18 00:12:49,2026-02-18 00:20:49,8,late
317,450011104,42,2026-02-14 21:40:38,2026-02-14 21:42:38,2,on-time
318,450012691,1B,2026-02-16 10:29:43,2026-02-16 10:28:43,-1,on-time
319,450029753,51,2026-02-18 10:52:29,2026-02-18 10:47:29,-5,early
320,450010753,X84,2026-02-21 01:48:18,2026-02-21 01:47:18,-1,on-time
321,450023888,7,2026-02-17 08:21:05,2026-02-17 08:23:05,2,on-time
322,450029964,6,2026-02-14 18:09:28,2026-02-14 18:10:28,1,on-time
323,450030245,50,2026-02-19 06:26:34,2026-02-19 06:27:34,1,on-time
324,450010584,8,2026-02-18 04:36:50,2026-02-18 04:49:50,13,late
325,450012078,50,2026-02-16 15:00:49,2026-02-16 15:02:49,2,on-time
326,450010958,28,2026-02-14 18:42:06,2026-02-14 18:43:06,1,on-time
327,450011679,52,2026-02-17 21:19:10,2026-02-17 21:18:10,-1,on-time
328,450013932,1,2026-02-17 13:43:12,2026-02-17 13:41:12,-2,early
329,450011142,34,2026-02-21 07:08:54,2026-02-21 07:07:54,-1,on-time
330,450014833,72,2026-02-16 23:02:33,2026-02-16 23:04:33,2,on-time
331,450014373,X6,2026-02-17 08:41:29,2026-02-17 08:40:29,-1,on-time
332,450012668,52,2026-02-16 11:31:39,2026-02-16 11:33:39,2,on-time
333,450011002,42,2026-02-18 00:35:45,2026-02-18 00:36:45,1,on-time
334,450011229,52,2026-02-16 10:05:51,2026-02-16 10:15:51,10,late
335,450027918,34,2026-02-17 12:55:14,2026-02-17 12:54:14,-1,on-time
336,450030223,1,2026-02-20 18:50:14,2026-02-20 18:50:14,0,on-time
337,450012836,13,2026-02-21 16:32:28,2026-02-21 16:47:28,15,late
338,450010182,1B,2026-02-16 08:06:48,2026-02-16 08:20:48,14,late
339,450010574,12,2026-02-17 06:52:33,2026-02-17 06:52:33,0,on-time
340,450012963,52,2026-02-15 10:29:29,2026-02-15 10:31:29,2,on-time
341,450011613,16,2026-02-21 11:39:09,2026-02-21 11:42:09,3,late
342,450010282,X6,2026-02-19 00:31:26,2026-02-19 00:31:26,0,on-time
343,450011587,34,2026-02-15 23:53:38,2026-02-15 23:52:38,-1,on-time
344,450050007,1B,2026-02-18 06:51:16,2026-02-18 06:50:16,-1,on-time
345,450011476,50,2026-02-19 11:08:47,2026-02-19 11:10:47,2,on-time
346,450010757,28,2026-02-21 04:22:18,2026-02-21 04:29:18,7,late
347,450011667,50,2026-02-21 06:36:44,2026-02-21 06:35:44,-1,on-time
348,450016875,13A,2026-02-19 00:44:54,2026-02-19 00:49:54,5,late
349,450012635,42,2026-02-16 23:10:01,2026-02-16 23:23:01,13,late
350,450012096,34,2026-02-20 04:01:59,2026-02-20 04:01:59,0,on-time
